,name,stock_symbol,security_type,sector,industry,link,price_weblink,pair_ID,exchange_ID,exchange,country,last,pair_change_percent(%),daily_change(%),week_change(%),month_change(%),ytd_change(%),one_year_return(%),3year_change(%),52_week_high,52_week_low,52_week_high_diff(%),52_week_low_diff(%),month_change,summary_5mins,summary_15mins,summary_30mins,summary_hourly,summary_daily,summary_weekly,summary_monthly,market_cap,turnover_volume,average_volume,pe_ratio,revenue,eps,beta,dividend,dividend_yield(%),pe_ratio_TTM,price_to_sales_TTM,price_to_cash_flow_MRQ,price_to_free_cash_flow_TTM,price_to_book_MRQ,price_to_tangible_book_MRQ,eps_MRQ_change_1yr(%),eps_TTM_change_1yr(%),eps_growth_5yr(%),sales_MRQ_change_1yr(%),sales_TTM_change_1yr(%),sales_growth_5yr(%),capitalspending_growth_5yr(%),asset_turnover,inventory_turnover,revenue_per_employee(thousand),netincome_per_employee(thousand),receivable_turnover,gross_margin_TTM(%),gross_margin_5yr(%),operating_margin_TTM(%),operating_margin_5yr(%),pretax_margin_TTM(%),pretax_margin_5yr(%),netprofit_margin_TTM(%),netprofit_margin_5yr(%),quick_ratio,current_ratio,LT_debt_to_equity_MRQ(%),total_debt_to_equity(%),dividend_yield_avg_5yr(%),dividend_growth_rate(%),payout_ratio,ADX,ATR,BullBear,CCI,HL,ROC,RSI,STOCH,STOCHRSI,UO,WilliamsR,MACD,GICS_sector,stock_code,historical_price
10,LKL International Bhd,LKLI,ORD,Healthcare,Medical Equipment & Supplies,/equities/lkl-international-bhd,https://www.investing.com/equities/lkl-international-bhd-historical-data,978770,62,Kuala Lumpur,Malaysia,0.96,-1.03,-1.03,-4.95,-2.04,611.11,772.73,380.0,2.02,0.085,-52.475247524752,1029.4117647059,2.08,Strong Buy,Neutral,Strong Sell,Strong Sell,Sell,Neutral,Strong Buy,454410000.0,3160600,24237418,75.95,64880000.0,0.01,0.59,,,75.95,7.0,794.88,110.71,6.67,7.36,903.45,325.71,-11.9,106.14,67.37,7.08,-23.1,0.9,3.17,,,7.42,33.95,38.05,11.4,7.59,10.74,6.44,8.56,4.2,3.32,4.77,7.25,13.87,,,0.0,33.235,0.0532,-0.006,-41.9062,0.0,-9.434,45.366,63.712,56.175,46.636,-45.455,-0.02,Health Care,0182,"              Date  Price   Open   High    Low    Vol. Change %
0     Nov 27, 2020  0.960  0.975  0.990  0.950   3.16M   -1.03%
1     Nov 26, 2020  0.970  0.945  0.975  0.945   4.29M    3.19%
2     Nov 25, 2020  0.940  0.955  0.975  0.930   4.43M   -1.05%
3     Nov 24, 2020  0.950  0.990  0.990  0.950   3.89M   -4.04%
4     Nov 23, 2020  0.990  1.020  1.020  0.980   8.02M   -1.98%
...            ...    ...    ...    ...    ...     ...      ...
1038  May 23, 2016  0.280  0.280  0.290  0.275  13.72M    1.82%
1039  May 20, 2016  0.275  0.270  0.280  0.270  10.16M    1.85%
1040  May 19, 2016  0.270  0.270  0.280  0.260  11.60M    1.89%
1041  May 18, 2016  0.265  0.280  0.285  0.265  10.40M   -5.36%
1042  May 17, 2016  0.280  0.285  0.300  0.280  16.49M    0.00%

[1043 rows x 7 columns]"
11,LPI Capital Bhd,LOND,ORD,Financial,Insurance (Prop. & Casualty),/equities/lpi-capital-bhd,https://www.investing.com/equities/lpi-capital-bhd-historical-data,950394,62,Kuala Lumpur,Malaysia,13.0,0.0,0.0,0.78,1.72,-13.91,-14.47,-13.81,15.48,9.9,-16.020671834625,31.313131313131,-1.08,Sell,Sell,Sell,Strong Sell,Neutral,Sell,Strong Sell,5180000000.0,87300,69624,15.78,1220000000.0,0.82,0.61,0.71,5.46,15.78,4.25,47.51,103.63,2.93,2.95,-1.87,2.61,2.56,-4.98,0.79,6.64,8.31,0.29,,1.5,403.57,,,,34.84,38.89,34.9,42.49,26.91,33.98,,,2.53,2.53,4.42,1.64,34.0,21.167,0.2071,0.112,-7.5721,0.0,0.775,52.029,11.899,16.432,18.901,-79.07,0.02,Finance,8621,"              Date  Price   Open   High    Low     Vol. Change %
0     Nov 27, 2020  13.00  13.00  13.10  12.98   87.30K    0.00%
1     Nov 26, 2020  13.00  13.00  13.00  12.98  121.90K    0.00%
2     Nov 25, 2020  13.00  13.02  13.12  13.00  109.70K    0.46%
3     Nov 24, 2020  12.94  12.96  13.20  12.94   63.10K    0.00%
4     Nov 23, 2020  12.94  13.00  13.00  12.94   73.80K    0.31%
...            ...    ...    ...    ...    ...      ...      ...
1216  Dec 04, 2015  14.98  14.80  14.98  14.80   17.30K    1.35%
1217  Dec 03, 2015  14.78  14.78  14.82  14.74   21.90K   -0.27%
1218  Dec 02, 2015  14.82  14.78  14.84  14.78   12.00K    0.27%
1219  Dec 01, 2015  14.78  14.80  14.80  14.70    2.90K    0.14%
1220  Nov 30, 2015  14.76  14.70  14.76  14.70    9.50K    0.27%

[1221 rows x 7 columns]"
12,LTKM Bhd,LTKM,ORD,Consumer/Non-Cyclical,Fish/Livestock,/equities/ltkm-bhd,https://www.investing.com/equities/ltkm-bhd-historical-data,950396,62,Kuala Lumpur,Malaysia,0.9,0.0,0.0,-5.26,-1.64,-30.77,-28.0,-18.92,1.35,0.85,-33.333333333333,5.8823529411765,1.67,Strong Sell,Strong Sell,Strong Sell,Strong Sell,Strong Sell,Strong Sell,Strong Sell,117090000.0,9000,11550,,147950000.0,-0.12,0.51,0.01,1.67,23.54,0.79,8.74,9.66,0.51,0.51,-164.1,-167.09,-34.65,-35.79,-29.98,-0.57,-18.64,0.42,4.03,,,13.09,3.68,17.83,-2.44,10.43,-9.69,9.38,-10.52,5.91,1.04,1.55,18.85,37.8,2.42,-20.63,11.83,19.741,0.0468,-0.054,-109.4463,-0.0093,-9.091,43.474,50.0,14.009,45.541,-64.286,-0.023,Consumer,7085,"             Date  Price  Open  High   Low     Vol. Change %
0    Nov 27, 2020   0.90  0.90  0.90  0.90    9.00K    0.00%
1    Nov 26, 2020   0.90  0.99  0.99  0.90   13.50K    0.00%
2    Nov 25, 2020   0.90  0.90  0.95  0.90   13.00K   -5.26%
3    Nov 23, 2020   0.95  0.88  0.95  0.88   18.40K    0.00%
4    Nov 20, 2020   0.95  0.95  0.95  0.95    0.60K    3.26%
..            ...    ...   ...   ...   ...      ...      ...
903  Dec 04, 2015   1.57  1.58  1.58  1.53   79.50K   -0.63%
904  Dec 03, 2015   1.58  1.57  1.60  1.57   54.30K    0.00%
905  Dec 02, 2015   1.58  1.58  1.58  1.57   61.00K    0.64%
906  Dec 01, 2015   1.57  1.58  1.58  1.54   85.60K   -0.63%
907  Nov 30, 2015   1.58  1.53  1.60  1.51  204.90K    3.95%

[908 rows x 7 columns]"
13,Lafarge Malayan Cement Bhd,MALY,ORD,Capital Goods,Construction - Raw Materials,/equities/lafarge-malayan-cement-bhd,https://www.investing.com/equities/lafarge-malayan-cement-bhd-historical-data,41631,62,Kuala Lumpur,Malaysia,2.45,1.24,1.24,0.82,34.62,-16.95,-23.44,-64.29,3.85,1.3,-36.363636363636,88.461538461538,-1.09,Strong Buy,Strong Buy,Strong Buy,Strong Buy,Strong Buy,Strong Buy,Strong Sell,2080000000.0,230600,184962,,1300000000.0,-0.15,1.84,,,,1.6,,20.66,0.91,2.36,96.47,31.78,,-21.03,-35.84,-5.74,22.51,0.32,4.39,,,6.56,7.11,21.02,-9.72,1.43,-12.27,0.66,-10.09,0.43,0.4,0.63,19.59,47.15,,,,33.602,0.1386,0.406,104.5001,0.1493,32.432,70.756,61.019,49.365,55.239,-18.841,0.14,Industrial Products,3794,"              Date  Price  Open  High   Low     Vol. Change %
0     Nov 27, 2020   2.45  2.45  2.51  2.42  230.60K    1.24%
1     Nov 26, 2020   2.42  2.22  2.45  2.22   93.40K    9.01%
2     Nov 25, 2020   2.22  2.22  2.24  2.22   46.80K    0.00%
3     Nov 24, 2020   2.22  2.31  2.31  2.18  163.40K   -4.72%
4     Nov 23, 2020   2.33  2.43  2.43  2.32   26.40K   -4.12%
...            ...    ...   ...   ...   ...      ...      ...
1216  Dec 04, 2015   9.11  9.09  9.16  9.07  134.80K    0.44%
1217  Dec 03, 2015   9.07  9.08  9.29  9.07   75.10K   -0.33%
1218  Dec 02, 2015   9.10  9.23  9.38  9.10   25.10K   -3.09%
1219  Dec 01, 2015   9.39  9.20  9.51  9.12  455.60K    3.19%
1220  Nov 30, 2015   9.10  9.09  9.29  9.05    1.13M    0.22%

[1221 rows x 7 columns]"
14,Lagenda Properties Bhd,LAGE,ORD,Capital Goods,Construction Services,/equities/d.b.e.-gurney-resources-bhd,https://www.investing.com/equities/d.b.e.-gurney-resources-bhd-historical-data,950194,62,Kuala Lumpur,Malaysia,1.06,-4.5,-4.5,0.0,17.13,41.33,69.6,2928.57,1.26,0.5,-15.873015873016,112.0,9.04,Strong Sell,Strong Sell,Strong Sell,Strong Sell,Buy,Strong Buy,Strong Buy,512500000.0,2337100,1561840,2.43,515620000.0,0.44,0.59,,,2.43,1.14,47.69,23.06,0.89,1.02,500.71,153.88,,824.05,2734.95,-14.49,5.8,0.67,1.73,,,2.38,39.66,12.42,32.95,-2.38,30.17,-3.74,21.94,-4.62,1.4,2.02,15.48,48.81,,,0.0,35.207,0.0789,0.036,-23.9317,0.0,7.071,55.058,19.862,0.0,42.621,-72.727,0.043,Property,7179,"              Date  Price   Open   High    Low     Vol. Change %
0     Nov 27, 2020  1.060  1.110  1.110  1.060    2.34M   -4.50%
1     Nov 26, 2020  1.110  1.090  1.110  1.060    1.71M    2.78%
2     Nov 25, 2020  1.080  1.030  1.100  1.030    1.48M    2.86%
3     Nov 24, 2020  1.050  1.060  1.070  1.030    1.42M   -0.94%
4     Nov 23, 2020  1.060  1.070  1.140  1.060    2.49M    0.00%
...            ...    ...    ...    ...    ...      ...      ...
1193  Dec 04, 2015  0.050  0.055  0.055  0.050    3.22M  -16.67%
1194  Dec 03, 2015  0.060  0.060  0.060  0.055    4.45M    9.09%
1195  Dec 02, 2015  0.055  0.060  0.060  0.055  863.50K   -8.33%
1196  Dec 01, 2015  0.060  0.055  0.060  0.055    1.91M    0.00%
1197  Nov 30, 2015  0.060  0.060  0.060  0.055    1.65M    9.09%

[1198 rows x 7 columns]"
15,Lambo Group Bhd,LAMB,ORD,Consumer Cyclical,Footwear,/equities/accsoft-technology-bhd,https://www.investing.com/equities/accsoft-technology-bhd-historical-data,976499,62,Kuala Lumpur,Malaysia,0.04,0.0,0.0,14.29,33.33,0.0,14.29,-83.19,0.08,0.005,-50.0,700.0,20.0,Strong Buy,Strong Buy,Strong Buy,Strong Sell,Neutral,Neutral,Strong Sell,151330000.0,10088600,118119642,5.08,4650000.0,0.01,4.24,,,5.08,32.55,2.9,9.44,0.69,0.86,1547.37,36.57,,-84.83,-94.57,,,0.03,,,,0.13,75.09,,486.27,,486.0,,468.27,,,38.04,0.05,0.07,,,0.0,59.864,0.0068,-0.001,-25.9259,0.0,0.0,57.752,11.111,45.035,48.854,-66.667,0.002,Technology,0018,"              Date  Price   Open  High    Low    Vol. Change %
0     Nov 27, 2020  0.040  0.040  0.04  0.035  10.09M    0.00%
1     Nov 26, 2020  0.040  0.035  0.04  0.035  13.60M   14.29%
2     Nov 25, 2020  0.035  0.035  0.04  0.035  14.37M    0.00%
3     Nov 24, 2020  0.035  0.040  0.04  0.035  25.61M    0.00%
4     Nov 23, 2020  0.035  0.040  0.04  0.035  17.78M    0.00%
...            ...    ...    ...   ...    ...     ...      ...
1118  Dec 04, 2015  0.200  0.210  0.22  0.200   3.26M   -4.76%
1119  Dec 03, 2015  0.210  0.210  0.22  0.210   3.70M    0.00%
1120  Dec 02, 2015  0.210  0.210  0.21  0.210   4.02M    0.00%
1121  Dec 01, 2015  0.210  0.200  0.21  0.190   6.53M    5.00%
1122  Nov 30, 2015  0.200  0.220  0.23  0.200   4.86M   -9.09%

[1123 rows x 7 columns]"
16,Land General Bhd,LAND,ORD,Capital Goods,Construction Services,/equities/land-general-bhd,https://www.investing.com/equities/land-general-bhd-historical-data,950379,62,Kuala Lumpur,Malaysia,0.1,0.0,0.0,5.26,17.65,-25.93,-31.03,-53.49,0.145,0.05,-31.034482758621,100.0,-10.53,Neutral,Neutral,Buy,Strong Buy,Strong Buy,Neutral,Strong Sell,297310000.0,13005900,4156316,10.11,122750000.0,0.01,1.63,,10.53,10.11,2.42,,,0.27,0.27,701.69,-36.76,-43.01,32.47,-27.72,-21.4,64.71,0.08,0.02,413.31,114.31,0.89,10.72,97.94,29.52,48.47,29.88,47.13,27.66,37.26,1.18,3.02,17.53,19.44,4.58,-14.32,0.0,79.975,0.0068,0.01,148.4848,0.0018,11.111,59.421,50.0,82.618,41.456,-33.333,0.001,Property,3174,"              Date  Price   Open   High    Low     Vol. Change %
0     Nov 27, 2020  0.100  0.100  0.105  0.095   13.01M    0.00%
1     Nov 26, 2020  0.100  0.100  0.100  0.095    1.51M    5.26%
2     Nov 25, 2020  0.095  0.100  0.105  0.095    8.09M   -5.00%
3     Nov 24, 2020  0.100  0.100  0.105  0.095   27.36M    5.26%
4     Nov 23, 2020  0.095  0.095  0.100  0.095    6.25M    0.00%
...            ...    ...    ...    ...    ...      ...      ...
1218  Dec 04, 2015  0.318  0.314  0.322  0.314    1.09M    0.00%
1219  Dec 03, 2015  0.318  0.314  0.318  0.310  689.40K    1.27%
1220  Dec 02, 2015  0.314  0.314  0.314  0.310  748.20K    1.29%
1221  Dec 01, 2015  0.310  0.314  0.318  0.310  851.50K    0.00%
1222  Nov 30, 2015  0.310  0.318  0.318  0.310  449.10K   -2.52%

[1223 rows x 7 columns]"
17,Landmarks Bhd,LMHS,ORD,Services,Hotels & Motels,/equities/landmarks-bhd,https://www.investing.com/equities/landmarks-bhd-historical-data,992865,62,Kuala Lumpur,Malaysia,0.355,9.23,9.23,-5.33,54.35,-26.04,-26.8,-50.35,0.51,0.2,-30.392156862745,77.5,4.55,Strong Buy,Strong Buy,Strong Buy,Strong Buy,Neutral,Strong Buy,Strong Sell,206530000.0,1053900,984287,,64260000.0,-0.21,1.91,,,,3.21,,,0.11,0.12,-37.78,-89.2,,-81.12,-43.61,16.82,18.75,0.03,,142.32,-76.34,3.93,,59.01,-80.12,-31.8,-102.85,-33.28,-170.67,-43.34,0.56,1.97,7.3,8.03,,,,37.619,0.0382,-0.003,-30.7116,0.0,26.786,61.881,33.782,23.179,47.529,-57.692,0.026,Consumer,1643,"              Date  Price   Open   High    Low     Vol. Change %
0     Nov 27, 2020  0.355  0.325  0.355  0.320    1.05M    9.23%
1     Nov 26, 2020  0.325  0.335  0.335  0.315  848.70K   -2.99%
2     Nov 25, 2020  0.335  0.340  0.345  0.330  868.70K    0.00%
3     Nov 24, 2020  0.335  0.365  0.365  0.335  696.10K   -9.46%
4     Nov 23, 2020  0.370  0.370  0.375  0.355    1.30M   -1.33%
...            ...    ...    ...    ...    ...      ...      ...
1191  Dec 04, 2015  1.020  1.020  1.030  1.020   65.00K    0.00%
1192  Dec 03, 2015  1.020  1.020  1.030  1.020   25.00K   -1.92%
1193  Dec 02, 2015  1.040  1.040  1.040  1.040    3.00K    0.00%
1194  Dec 01, 2015  1.040  1.050  1.050  1.020   97.30K   -0.95%
1195  Nov 30, 2015  1.050  1.030  1.050  1.030    7.00K    0.96%

[1196 rows x 7 columns]"
18,Latitude Tree Holdings Bhd,LTHB,ORD,Consumer Cyclical,Furniture & Fixtures,/equities/latitude-tree-holdings-bhd,https://www.investing.com/equities/latitude-tree-holdings-bhd-historical-data,950395,62,Kuala Lumpur,Malaysia,3.94,1.55,1.55,-2.72,41.22,39.22,34.01,-6.64,4.17,1.7,-5.515587529976,131.76470588235,22.37,Strong Buy,Strong Buy,Strong Buy,Strong Buy,Buy,Strong Buy,Strong Buy,375290000.0,121200,241300,22.56,684740000.0,0.17,1.18,0.06,1.52,22.56,0.56,105.28,58.94,0.65,0.66,104.83,-12.51,-26.17,-12.78,-6.14,-0.72,4.01,0.86,3.02,115.59,2.83,9.26,10.7,13.69,3.94,7.34,3.36,6.89,2.45,5.11,1.2,2.16,2.63,19.33,2.14,-20.63,17.02,36.162,0.1486,0.202,-11.4099,0.0,-3.902,65.973,40.476,16.416,43.825,-54.762,0.267,Consumer,7006,"              Date  Price  Open  High   Low     Vol. Change %
0     Nov 27, 2020   3.94  3.95  3.95  3.88  121.20K    1.55%
1     Nov 26, 2020   3.88  3.90  3.90  3.83   86.30K    0.78%
2     Nov 25, 2020   3.85  3.85  3.90  3.85  108.50K    0.26%
3     Nov 24, 2020   3.84  3.93  3.95  3.83  289.00K   -3.03%
4     Nov 23, 2020   3.96  4.05  4.06  3.95  297.30K   -2.22%
...            ...    ...   ...   ...   ...      ...      ...
1110  Dec 04, 2015   7.34  7.34  7.34  7.24  201.20K   -0.14%
1111  Dec 03, 2015   7.35  7.40  7.40  7.28  241.40K   -0.94%
1112  Dec 02, 2015   7.42  7.57  7.58  7.41  159.20K   -1.98%
1113  Dec 01, 2015   7.57  7.45  7.59  7.40  141.00K    1.88%
1114  Nov 30, 2015   7.43  7.64  7.64  7.33  180.70K   -2.75%

[1115 rows x 7 columns]"
19,Lay Hong Bhd,LAYH,ORD,Consumer/Non-Cyclical,Fish/Livestock,/equities/lay-hong-bhd,https://www.investing.com/equities/lay-hong-bhd-historical-data,950380,62,Kuala Lumpur,Malaysia,0.3,1.69,1.69,-1.64,3.45,-29.41,-29.41,-70.0,0.46,0.16,-34.782608695652,87.5,-7.94,Neutral,Neutral,Buy,Buy,Sell,Strong Sell,Strong Sell,198090000.0,1034600,2116879,45.8,887610000.0,0.01,0.34,0.01,2.5,45.8,0.22,38.16,11.17,0.58,0.59,46.67,-76.57,-32.69,5.52,7.02,4.57,19.69,1.05,3.68,331.95,2.78,10.05,9.6,17.74,3.99,4.09,1.9,2.46,0.84,1.62,0.68,1.0,28.58,86.77,0.84,14.47,103.75,29.304,0.0079,0.0,-23.9316,0.0,1.695,47.381,38.889,42.211,54.149,-66.667,-0.002,Consumer,9385,"              Date  Price   Open   High    Low     Vol. Change %
0     Nov 27, 2020  0.300  0.300  0.305  0.295    1.03M    1.69%
1     Nov 26, 2020  0.295  0.300  0.300  0.295  288.00K   -1.67%
2     Nov 25, 2020  0.300  0.300  0.300  0.295  738.00K    0.00%
3     Nov 24, 2020  0.300  0.305  0.305  0.295    2.35M   -1.64%
4     Nov 23, 2020  0.305  0.305  0.305  0.300  991.70K    0.00%
...            ...    ...    ...    ...    ...      ...      ...
1197  Dec 04, 2015  0.432  0.428  0.433  0.428  461.00K    0.93%
1198  Dec 03, 2015  0.428  0.434  0.434  0.425    1.94M    0.00%
1199  Dec 02, 2015  0.428  0.428  0.428  0.428  161.00K    0.00%
1200  Dec 01, 2015  0.428  0.428  0.434  0.427  616.00K    0.00%
1201  Nov 30, 2015  0.428  0.434  0.447  0.428    2.83M   -1.38%

[1202 rows x 7 columns]"
20,Leader Steel Holdings Bhd,LEAD,ORD,Basic Materials,Iron & Steel,/equities/leader-steel-holdings-bhd,https://www.investing.com/equities/leader-steel-holdings-bhd-historical-data,992645,62,Kuala Lumpur,Malaysia,0.48,1.05,1.05,-1.03,9.09,57.38,84.62,-8.57,0.55,0.185,-12.727272727273,159.45945945946,69.23,Neutral,Neutral,Neutral,Sell,Neutral,Strong Buy,Strong Buy,64960000.0,1160300,1777131,,261930000.0,0.0,0.37,,,92.31,0.26,82.27,80.41,0.39,0.44,-352.42,77.87,42.27,-36.68,-10.57,4.84,11.12,0.95,,,,7.29,,10.45,1.04,3.01,-0.46,1.33,-0.08,1.2,0.48,1.11,1.1,56.73,,,0.0,15.176,0.0304,0.0,-65.1961,0.0,-5.882,58.632,30.392,10.201,32.609,-76.471,0.031,Industrial Products,9881,"              Date  Price   Open   High    Low    Vol. Change %
0     Nov 27, 2020  0.480  0.485  0.490  0.470   1.16M    1.05%
1     Nov 26, 2020  0.475  0.485  0.495  0.470   3.68M   -1.04%
2     Nov 25, 2020  0.480  0.490  0.495  0.475   2.39M   -1.03%
3     Nov 24, 2020  0.485  0.520  0.520  0.480   5.17M   -4.90%
4     Nov 23, 2020  0.510  0.490  0.545  0.490  13.90M    5.15%
...            ...    ...    ...    ...    ...     ...      ...
1005  Dec 18, 2015  0.195  0.195  0.195  0.195   6.00K    5.41%
1006  Dec 11, 2015  0.185  0.185  0.185  0.185  15.70K   -2.63%
1007  Dec 08, 2015  0.190  0.190  0.190  0.190   5.00K   11.76%
1008  Dec 07, 2015  0.170  0.180  0.180  0.170  25.00K  -10.53%
1009  Nov 30, 2015  0.190  0.190  0.190  0.190   4.00K    0.00%

[1010 rows x 7 columns]"
21,Lebtech Bhd,LEBT,ORD,Capital Goods,Construction Services,/equities/lebtech-bhd,https://www.investing.com/equities/lebtech-bhd-historical-data,950385,62,Kuala Lumpur,Malaysia,1.1,0.0,0.0,0.0,-21.43,22.22,-0.9,-21.43,1.52,0.72,-27.631578947368,52.777777777778,-5.41,Strong Sell,Strong Sell,Strong Sell,Strong Sell,Strong Sell,Sell,Neutral,150130000.0,0,2933,,46660000.0,-0.02,,,,1088.61,3.22,398.76,14.34,1.19,1.31,-635.4,-313.99,-61.44,-62.92,25.92,-9.02,202.99,0.25,,,,0.29,9.56,8.43,1.57,0.91,0.96,0.26,-6.49,-1.91,,2.91,0.0,0.49,,,0.0,62.467,0.0493,-0.422,-195.4067,-0.2321,-17.293,37.383,59.524,0.0,35.529,-100.0,0.049,Construction,9628,"             Date  Price  Open  High   Low   Vol. Change %
0    Nov 05, 2020   1.10  1.10  1.10  1.10  1.00K    0.00%
1    Nov 04, 2020   1.10  1.14  1.14  1.10  8.50K  -21.43%
2    Oct 26, 2020   1.40  1.40  1.40  1.40  0.20K   -6.67%
3    Oct 14, 2020   1.50  1.50  1.50  1.50  0.20K   -1.32%
4    Oct 08, 2020   1.52  1.48  1.52  1.48  0.20K    2.70%
..            ...    ...   ...   ...   ...    ...      ...
133  Jul 01, 2016   1.21  1.21  1.21  1.21  0.20K  -21.43%
134  Mar 01, 2016   1.54  1.52  1.54  1.52  2.90K    2.67%
135  Dec 09, 2015   1.50  1.36  1.50  1.36  0.50K    2.74%
136  Dec 03, 2015   1.46  1.09  1.46  1.09  1.10K   18.70%
137  Dec 02, 2015   1.23  1.23  1.23  1.23  0.10K  -14.58%

[138 rows x 7 columns]"
22,Lee Swee Kiat Group Bhd,LHTM,ORD,Consumer Cyclical,Furniture & Fixtures,/equities/lee-swee-kiat-group-bhd,https://www.investing.com/equities/lee-swee-kiat-group-bhd-historical-data,950390,62,Kuala Lumpur,Malaysia,0.71,1.43,1.43,17.36,30.28,16.39,17.36,121.88,0.745,0.325,-4.6979865771812,118.46153846154,9.0,Strong Buy,Strong Buy,Strong Buy,Strong Buy,Strong Buy,Strong Buy,Strong Buy,114850000.0,273500,236139,14.19,95430000.0,0.05,1.31,0.03,3.52,14.19,1.25,30.25,5.59,2.02,2.34,164.18,-4.83,15.16,17.92,-2.96,6.8,25.26,1.04,,268.78,22.61,13.72,,35.73,9.94,9.92,10.42,9.47,8.41,8.37,1.26,1.62,10.01,18.87,3.16,35.72,49.91,35.001,0.0339,0.108,134.6509,0.0589,13.6,72.125,56.989,73.113,56.162,-22.581,0.043,Consumer,8079,"              Date  Price   Open   High    Low     Vol. Change %
0     Nov 27, 2020  0.710  0.680  0.730  0.680  273.50K    1.43%
1     Nov 26, 2020  0.700  0.720  0.720  0.685  253.00K   -2.78%
2     Nov 25, 2020  0.720  0.700  0.745  0.690  645.40K    4.35%
3     Nov 24, 2020  0.690  0.670  0.740  0.670    1.75M    6.98%
4     Nov 23, 2020  0.645  0.600  0.665  0.590  307.60K    6.61%
...            ...    ...    ...    ...    ...      ...      ...
1179  Dec 04, 2015  0.265  0.260  0.265  0.255  522.90K    1.92%
1180  Dec 03, 2015  0.260  0.265  0.265  0.260  216.60K   -1.89%
1181  Dec 02, 2015  0.265  0.270  0.270  0.265  228.40K   -1.85%
1182  Dec 01, 2015  0.270  0.260  0.270  0.260  693.50K    3.85%
1183  Nov 30, 2015  0.260  0.265  0.265  0.250    1.27M   -1.89%

[1184 rows x 7 columns]"
23,Leon Fuat Bhd,LEON,ORD,Basic Materials,Misc. Fabricated Products,/equities/leon-fuat-bhd,https://www.investing.com/equities/leon-fuat-bhd-historical-data,950386,62,Kuala Lumpur,Malaysia,0.445,20.27,20.27,30.88,50.85,5.95,4.71,-45.06,0.465,0.2,-4.3010752688172,122.5,-3.28,Strong Buy,Strong Buy,Strong Buy,Strong Buy,Strong Buy,Strong Buy,Neutral,137950000.0,1442300,110561,101.83,519600000.0,0.0,1.72,,3.37,101.83,0.27,51.66,20.04,0.39,0.39,-64.25,-92.89,-27.29,-37.15,-16.82,4.41,14.27,0.74,1.69,,,3.29,10.29,13.76,4.1,9.36,1.12,7.36,0.26,5.65,0.72,1.75,17.63,85.68,3.2,0.0,0.0,51.138,0.0204,0.133,283.9378,0.0971,45.902,80.604,43.993,100.0,73.59,-6.452,0.022,Industrial Products,5232,"              Date  Price   Open   High    Low     Vol. Change %
0     Nov 27, 2020  0.445  0.400  0.455  0.390    1.44M   20.27%
1     Nov 26, 2020  0.370  0.375  0.375  0.355  226.00K    0.00%
2     Nov 25, 2020  0.370  0.355  0.375  0.350  452.60K    5.71%
3     Nov 24, 2020  0.350  0.360  0.360  0.350   79.60K   -4.11%
4     Nov 23, 2020  0.365  0.345  0.365  0.345  404.80K    7.35%
...            ...    ...    ...    ...    ...      ...      ...
1133  Dec 04, 2015  0.450  0.450  0.455  0.450  226.10K    0.00%
1134  Dec 03, 2015  0.450  0.460  0.460  0.450  248.60K   -2.17%
1135  Dec 02, 2015  0.460  0.460  0.465  0.460  260.90K    1.10%
1136  Dec 01, 2015  0.455  0.455  0.465  0.450  219.80K    0.00%
1137  Nov 30, 2015  0.455  0.455  0.460  0.440  539.90K    0.00%

[1138 rows x 7 columns]"
24,Leong Hup International Berhad,LEOG,ORD,Consumer/Non-Cyclical,Fish/Livestock,/equities/leong-hup-international-berhad,https://www.investing.com/equities/leong-hup-international-berhad-historical-data,1131066,62,Kuala Lumpur,Malaysia,0.685,0.74,0.74,-0.72,3.01,-22.16,-16.46,,0.96,0.43,-28.645833333333,59.302325581395,-6.34,Sell,Neutral,Strong Buy,Strong Sell,Strong Sell,Strong Sell,Sell,2500000000.0,1345700,1361181,27.74,5980000000.0,0.02,,0.02,3.14,27.74,0.42,12.05,24.37,1.49,1.58,-49.26,,,3.03,,,,1.09,,,,10.61,,,4.51,,2.33,,1.58,,0.74,1.02,47.27,167.42,,,22.28,39.505,0.0146,-0.016,-156.7708,0.0,0.0,46.277,41.667,32.512,47.546,-62.5,-0.003,Consumer,6633,"             Date  Price  Open   High    Low     Vol. Change %
0    Nov 27, 2020  0.685  0.68  0.690  0.670    1.35M    0.74%
1    Nov 26, 2020  0.680  0.69  0.690  0.680  593.90K   -1.45%
2    Nov 25, 2020  0.690  0.69  0.690  0.680    1.07M    1.47%
3    Nov 24, 2020  0.680  0.69  0.695  0.680  497.50K   -2.16%
4    Nov 23, 2020  0.695  0.69  0.695  0.685  718.40K    0.72%
..            ...    ...   ...    ...    ...      ...      ...
372  May 27, 2019  1.040  1.06  1.070  1.040   17.32M    0.00%
373  May 24, 2019  1.040  1.03  1.040  1.020   13.08M    0.97%
374  May 23, 2019  1.030  1.05  1.050  1.030   34.71M   -1.90%
375  May 21, 2019  1.050  1.06  1.060  1.020   24.56M   -1.87%
376  May 17, 2019  1.070  1.10  1.110  1.060   24.34M   -2.73%

[377 rows x 7 columns]"
